sample_id	taxon_id	reads
SRR10484404	1977566	0
SRR10484410	1977566	4
SRR10484415	1977566	0
SRR10484421	1977566	0
SRR10484426	1977566	1
SRR10484431	1977566	7
SRR10484432	1977566	11
SRR10484437	1977566	0
SRR10484443	1977566	2
SRR10484448	1977566	0
SRR10484454	1977566	156
SRR10484459	1977566	5
SRR10484371	1560339	0
SRR10484376	1560339	339
SRR10484377	1560339	0
SRR10484382	1560339	2
SRR10484388	1560339	2
SRR10484393	1560339	0
SRR10484399	1560339	0
SRR10484404	1560339	0
SRR10484410	1560339	4
SRR10484415	1560339	0
SRR10484421	1560339	3
SRR10484426	1560339	12
SRR10484431	1560339	1
SRR10484432	1560339	8
SRR10484437	1560339	0
SRR10484443	1560339	6
SRR10484448	1560339	0
SRR10484454	1560339	37
SRR10484459	1560339	3
SRR10484371	1827481	0
SRR10484376	1827481	40
SRR10484377	1827481	0
SRR10484382	1827481	2
SRR10484388	1827481	0
SRR10484393	1827481	0
SRR10484399	1827481	0
SRR10484404	1827481	0
SRR10484410	1827481	0
SRR10484415	1827481	0
SRR10484421	1827481	0
SRR10484426	1827481	2
SRR10484431	1827481	0
SRR10484432	1827481	3
SRR10484437	1827481	0
SRR10484443	1827481	0
SRR10484448	1827481	1
SRR10484454	1827481	2
SRR10484459	1827481	1
SRR10484371	2077147	0
SRR10484376	2077147	59
SRR10484377	2077147	0
SRR10484382	2077147	0
SRR10484388	2077147	0
SRR10484393	2077147	1
SRR10484399	2077147	0
SRR10484404	2077147	2
SRR10484410	2077147	2
SRR10484415	2077147	1
SRR10484421	2077147	0
SRR10484426	2077147	440
SRR10484431	2077147	187
SRR10484432	2077147	1
SRR10484437	2077147	116
SRR10484443	2077147	0
SRR10484448	2077147	0
SRR10484454	2077147	196
SRR10484459	2077147	0
SRR10484371	133448	0
SRR10484376	133448	1
SRR10484377	133448	0
SRR10484382	133448	3
SRR10484388	133448	3
SRR10484393	133448	0
SRR10484399	133448	0
SRR10484404	133448	2
SRR10484410	133448	0
SRR10484415	133448	0
SRR10484421	133448	0
SRR10484426	133448	40
SRR10484431	133448	7
SRR10484432	133448	27
SRR10484437	133448	0
SRR10484443	133448	0
SRR10484448	133448	0
SRR10484454	133448	1
SRR10484459	133448	0
SRR10484371	1703250	0
SRR10484376	1703250	6
SRR10484377	1703250	0
SRR10484382	1703250	0
SRR10484388	1703250	0
SRR10484393	1703250	0
SRR10484399	1703250	1
SRR10484404	1703250	2
SRR10484410	1703250	0
SRR10484415	1703250	1
SRR10484421	1703250	0
SRR10484426	1703250	15
SRR10484431	1703250	15
SRR10484432	1703250	55
SRR10484437	1703250	4
SRR10484443	1703250	0
SRR10484448	1703250	8
SRR10484454	1703250	144
SRR10484459	1703250	0
SRR10484371	2052938	0
SRR10484376	2052938	9
SRR10484377	2052938	1
SRR10484382	2052938	0
SRR10484388	2052938	0
SRR10484393	2052938	0
SRR10484399	2052938	0
SRR10484404	2052938	0
SRR10484410	2052938	0
SRR10484415	2052938	0
SRR10484421	2052938	0
SRR10484426	2052938	1
SRR10484431	2052938	16
SRR10484432	2052938	41
SRR10484437	2052938	0
SRR10484443	2052938	0
SRR10484448	2052938	0
SRR10484454	2052938	9
SRR10484459	2052938	0
SRR10484371	1505596	0
SRR10484376	1505596	52
SRR10484377	1505596	4
SRR10484382	1505596	2
SRR10484388	1505596	3
SRR10484393	1505596	6
SRR10484399	1505596	0
SRR10484404	1505596	1
SRR10484410	1505596	0
SRR10484415	1505596	0
SRR10484421	1505596	0
SRR10484426	1505596	1
SRR10484431	1505596	0
SRR10484432	1505596	0
SRR10484437	1505596	0
SRR10484443	1505596	0
SRR10484448	1505596	0
SRR10484454	1505596	0
SRR10484459	1505596	2
SRR10484371	1778263	0
SRR10484376	1778263	7
SRR10484377	1778263	12
SRR10484382	1778263	81
SRR10484388	1778263	0
SRR10484393	1778263	0
SRR10484399	1778263	0
SRR10484404	1778263	28
SRR10484410	1778263	6
SRR10484415	1778263	1
SRR10484421	1778263	0
SRR10484426	1778263	1
SRR10484431	1778263	5
SRR10484432	1778263	2
SRR10484437	1778263	0
SRR10484443	1778263	0
SRR10484448	1778263	2
SRR10484454	1778263	3
SRR10484459	1778263	0
SRR10484371	1778264	0
SRR10484376	1778264	3
SRR10484377	1778264	2
SRR10484382	1778264	2
SRR10484388	1778264	0
SRR10484393	1778264	4
SRR10484399	1778264	0
SRR10484404	1778264	0
SRR10484410	1778264	0
SRR10484415	1778264	1
SRR10484421	1778264	0
SRR10484426	1778264	0
SRR10484431	1778264	0
SRR10484432	1778264	4
SRR10484437	1778264	3
SRR10484443	1778264	8
SRR10484448	1778264	0
SRR10484454	1778264	0
SRR10484459	1778264	1
SRR10484371	1330546	0
SRR10484376	1330546	1
SRR10484377	1330546	1
SRR10484382	1330546	0
SRR10484388	1330546	0
SRR10484393	1330546	0
SRR10484399	1330546	0
SRR10484404	1330546	0
SRR10484410	1330546	0
SRR10484415	1330546	0
SRR10484421	1330546	0
SRR10484426	1330546	0
SRR10484431	1330546	3
SRR10484432	1330546	0
SRR10484437	1330546	0
SRR10484443	1330546	0
SRR10484448	1330546	0
SRR10484454	1330546	2
SRR10484459	1330546	0
SRR10484371	622	0
SRR10484376	622	33
SRR10484377	622	5
SRR10484382	622	6
SRR10484388	622	2
SRR10484393	622	0
SRR10484399	622	0
SRR10484404	622	212
SRR10484410	622	0
SRR10484415	622	2
SRR10484421	622	0
SRR10484426	622	140
SRR10484431	622	1256
SRR10484432	622	44
SRR10484437	622	2
SRR10484443	622	1
SRR10484448	622	7
SRR10484454	622	378
SRR10484459	622	6
SRR10484371	1072659	0
SRR10484376	1072659	4
SRR10484377	1072659	0
SRR10484382	1072659	0
SRR10484388	1072659	0
SRR10484393	1072659	0
SRR10484399	1072659	0
SRR10484404	1072659	0
SRR10484410	1072659	0
SRR10484415	1072659	0
SRR10484421	1072659	0
SRR10484426	1072659	0
SRR10484431	1072659	0
SRR10484432	1072659	0
SRR10484437	1072659	0
SRR10484443	1072659	0
SRR10484448	1072659	0
SRR10484454	1072659	0
SRR10484459	1072659	0
SRR10484371	401618	0
SRR10484376	401618	1
SRR10484377	401618	1
SRR10484382	401618	1
SRR10484388	401618	0
SRR10484393	401618	0
SRR10484399	401618	0
SRR10484404	401618	0
SRR10484410	401618	0
SRR10484415	401618	0
SRR10484421	401618	0
SRR10484426	401618	0
SRR10484431	401618	4
SRR10484432	401618	0
SRR10484437	401618	0
SRR10484443	401618	0
SRR10484448	401618	0
SRR10484454	401618	1
SRR10484459	401618	0
SRR10484371	632	0
SRR10484376	632	47
SRR10484377	632	32
SRR10484382	632	2
SRR10484388	632	0
SRR10484393	632	0
SRR10484399	632	0
SRR10484404	632	32
SRR10484410	632	0
SRR10484415	632	0
SRR10484421	632	1
SRR10484426	632	37
SRR10484431	632	59
SRR10484432	632	15
SRR10484437	632	0
SRR10484443	632	2
SRR10484448	632	0
SRR10484454	632	27
SRR10484459	632	1
SRR10484371	28152	0
SRR10484376	28152	1
SRR10484377	28152	0
SRR10484382	28152	0
SRR10484388	28152	0
SRR10484393	28152	0
SRR10484399	28152	0
SRR10484404	28152	0
SRR10484410	28152	0
SRR10484415	28152	0
SRR10484421	28152	0
SRR10484426	28152	0
SRR10484431	28152	6
SRR10484432	28152	0
SRR10484437	28152	0
SRR10484443	28152	0
SRR10484448	28152	0
SRR10484454	28152	1
SRR10484459	28152	0
SRR10484371	1903410	0
SRR10484376	1903410	19
SRR10484377	1903410	26
SRR10484382	1903410	8
SRR10484388	1903410	0
SRR10484393	1903410	5
SRR10484399	1903410	0
SRR10484404	1903410	3
SRR10484410	1903410	2
SRR10484415	1903410	0
SRR10484421	1903410	6
SRR10484426	1903410	2
SRR10484431	1903410	7
SRR10484432	1903410	30
SRR10484437	1903410	1
SRR10484443	1903410	5
SRR10484448	1903410	5
SRR10484454	1903410	66
SRR10484459	1903410	0
SRR10484371	642227	0
SRR10484376	642227	2
SRR10484377	642227	0
SRR10484382	642227	0
SRR10484388	642227	0
SRR10484393	642227	0
SRR10484399	642227	0
SRR10484404	642227	0
SRR10484410	642227	0
SRR10484415	642227	0
SRR10484421	642227	0
SRR10484426	642227	0
SRR10484431	642227	0
SRR10484432	642227	0
SRR10484437	642227	0
SRR10484443	642227	0
SRR10484448	642227	0
SRR10484454	642227	0
SRR10484459	642227	0
SRR10484371	79967	0
SRR10484376	79967	2
SRR10484377	79967	0
SRR10484382	79967	0
SRR10484388	79967	0
SRR10484393	79967	0
SRR10484399	79967	0
SRR10484404	79967	8
SRR10484410	79967	0
SRR10484415	79967	0
SRR10484421	79967	0
SRR10484426	79967	2
SRR10484431	79967	1
SRR10484432	79967	3
SRR10484437	79967	0
SRR10484443	79967	1
SRR10484448	79967	0
SRR10484454	79967	40
SRR10484459	79967	0
SRR10484371	1263550	0
SRR10484376	1263550	40
SRR10484377	1263550	5
SRR10484382	1263550	3
SRR10484388	1263550	1
SRR10484393	1263550	0
SRR10484399	1263550	0
SRR10484404	1263550	1
SRR10484410	1263550	0
SRR10484415	1263550	0
SRR10484421	1263550	0
SRR10484426	1263550	20
SRR10484431	1263550	2
SRR10484432	1263550	13
SRR10484437	1263550	0
SRR10484443	1263550	0
SRR10484448	1263550	1
SRR10484454	1263550	19
SRR10484459	1263550	1
SRR10484371	1821960	0
SRR10484376	1821960	3
SRR10484377	1821960	0
SRR10484382	1821960	0
SRR10484388	1821960	0
SRR10484393	1821960	0
SRR10484399	1821960	0
SRR10484404	1821960	0
SRR10484410	1821960	0
SRR10484415	1821960	0
SRR10484421	1821960	0
SRR10484426	1821960	3
SRR10484431	1821960	2
SRR10484432	1821960	0
SRR10484437	1821960	0
SRR10484443	1821960	0
SRR10484448	1821960	0
SRR10484454	1821960	2
SRR10484459	1821960	0
SRR10484371	583	0
SRR10484376	583	3
SRR10484377	583	3
SRR10484382	583	0
SRR10484388	583	0
SRR10484393	583	0
SRR10484399	583	0
SRR10484404	583	0
SRR10484410	583	0
SRR10484415	583	0
SRR10484421	583	0
SRR10484426	583	0
SRR10484431	583	2
SRR10484432	583	2
SRR10484437	583	0
SRR10484443	583	0
SRR10484448	583	0
SRR10484454	583	30
SRR10484459	583	0
SRR10484371	726	0
SRR10484376	726	81
SRR10484377	726	18
SRR10484382	726	121
SRR10484388	726	11
SRR10484393	726	5
SRR10484399	726	0
SRR10484404	726	10
SRR10484410	726	6
SRR10484415	726	1
SRR10484421	726	2
SRR10484426	726	3
SRR10484431	726	6432
SRR10484432	726	9
SRR10484437	726	0
SRR10484443	726	42
SRR10484448	726	0
SRR10484454	726	1
SRR10484459	726	5
SRR10484371	197575	0
SRR10484376	197575	6
SRR10484377	197575	0
SRR10484382	197575	1
SRR10484388	197575	4
SRR10484393	197575	0
SRR10484399	197575	0
SRR10484404	197575	0
SRR10484410	197575	0
SRR10484415	197575	0
SRR10484421	197575	0
SRR10484426	197575	0
SRR10484431	197575	137
SRR10484432	197575	0
SRR10484437	197575	0
SRR10484443	197575	0
SRR10484448	197575	1
SRR10484454	197575	0
SRR10484459	197575	0
SRR10484371	416916	0
SRR10484376	416916	5
SRR10484377	416916	4
SRR10484382	416916	20
SRR10484388	416916	3
SRR10484393	416916	7
SRR10484399	416916	0
SRR10484404	416916	5
SRR10484410	416916	0
SRR10484415	416916	1
SRR10484421	416916	5
SRR10484426	416916	0
SRR10484431	416916	247
SRR10484432	416916	0
SRR10484437	416916	0
SRR10484443	416916	5
SRR10484448	416916	3
SRR10484454	416916	1
SRR10484459	416916	1
SRR10484371	78543	0
SRR10484376	78543	2
SRR10484377	78543	0
SRR10484382	78543	0
SRR10484388	78543	0
SRR10484393	78543	0
SRR10484399	78543	0
SRR10484404	78543	0
SRR10484410	78543	0
SRR10484415	78543	0
SRR10484421	78543	0
SRR10484426	78543	13
SRR10484431	78543	0
SRR10484432	78543	0
SRR10484437	78543	0
SRR10484443	78543	0
SRR10484448	78543	0
SRR10484454	78543	0
SRR10484459	78543	0
SRR10484371	47877	0
SRR10484376	47877	5
SRR10484377	47877	0
SRR10484382	47877	5
SRR10484388	47877	0
SRR10484393	47877	0
SRR10484399	47877	0
SRR10484404	47877	0
SRR10484410	47877	0
SRR10484415	47877	5
SRR10484421	47877	1
SRR10484426	47877	1
SRR10484431	47877	0
SRR10484432	47877	1
SRR10484437	47877	0
SRR10484443	47877	0
SRR10484448	47877	4
SRR10484454	47877	1
SRR10484459	47877	1
SRR10484371	2201356	0
SRR10484376	2201356	15
SRR10484377	2201356	3
SRR10484382	2201356	4
SRR10484388	2201356	0
SRR10484393	2201356	5
SRR10484399	2201356	0
SRR10484404	2201356	1
SRR10484410	2201356	2
SRR10484415	2201356	0
SRR10484421	2201356	11
SRR10484426	2201356	9
SRR10484431	2201356	1
SRR10484432	2201356	3
SRR10484437	2201356	15
SRR10484443	2201356	5
SRR10484448	2201356	11
SRR10484454	2201356	8
SRR10484459	2201356	1
SRR10484371	2069256	0
SRR10484376	2069256	5
SRR10484377	2069256	0
SRR10484382	2069256	24
SRR10484388	2069256	0
SRR10484393	2069256	0
SRR10484399	2069256	0
SRR10484404	2069256	0
SRR10484410	2069256	0
SRR10484415	2069256	1
SRR10484421	2069256	0
SRR10484426	2069256	0
SRR10484431	2069256	3
SRR10484432	2069256	0
SRR10484437	2069256	0
SRR10484443	2069256	0
SRR10484448	2069256	2
SRR10484454	2069256	0
SRR10484459	2069256	0
SRR10484371	1415630	0
SRR10484376	1415630	1
SRR10484377	1415630	7
SRR10484382	1415630	1
SRR10484388	1415630	0
SRR10484393	1415630	23
SRR10484399	1415630	0
SRR10484404	1415630	6
SRR10484410	1415630	0
SRR10484415	1415630	0
SRR10484421	1415630	5
SRR10484426	1415630	0
SRR10484431	1415630	0
SRR10484432	1415630	0
SRR10484437	1415630	0
SRR10484443	1415630	16
SRR10484448	1415630	4
SRR10484454	1415630	0
SRR10484459	1415630	5
SRR10484371	1421430	0
SRR10484376	1421430	1
SRR10484377	1421430	0
SRR10484382	1421430	8
SRR10484388	1421430	0
SRR10484393	1421430	2
SRR10484399	1421430	0
SRR10484404	1421430	11
SRR10484410	1421430	0
SRR10484415	1421430	3
SRR10484421	1421430	1
SRR10484426	1421430	3
SRR10484431	1421430	6
SRR10484432	1421430	15
SRR10484437	1421430	0
SRR10484443	1421430	1
SRR10484448	1421430	4
SRR10484454	1421430	6
SRR10484459	1421430	1
SRR10484371	1583341	0
SRR10484376	1583341	1
SRR10484377	1583341	1
SRR10484382	1583341	2
SRR10484388	1583341	0
SRR10484393	1583341	0
SRR10484399	1583341	0
SRR10484404	1583341	0
SRR10484410	1583341	0
SRR10484415	1583341	2
SRR10484421	1583341	1
SRR10484426	1583341	0
SRR10484431	1583341	0
SRR10484432	1583341	0
SRR10484437	1583341	0
SRR10484443	1583341	0
SRR10484448	1583341	0
SRR10484454	1583341	0
SRR10484459	1583341	0
SRR10484371	1785128	0
SRR10484376	1785128	2
SRR10484377	1785128	0
SRR10484382	1785128	0
SRR10484388	1785128	0
SRR10484393	1785128	0
SRR10484399	1785128	0
SRR10484404	1785128	6
SRR10484410	1785128	8
SRR10484415	1785128	0
SRR10484421	1785128	1
SRR10484426	1785128	0
SRR10484431	1785128	1
SRR10484432	1785128	0
SRR10484437	1785128	0
SRR10484443	1785128	13
SRR10484448	1785128	4
SRR10484454	1785128	0
SRR10484459	1785128	0
SRR10484371	231454	0
SRR10484376	231454	12
SRR10484377	231454	3
SRR10484382	231454	11
SRR10484388	231454	0
SRR10484393	231454	0
SRR10484399	231454	0
SRR10484404	231454	1
SRR10484410	231454	0
SRR10484415	231454	0
SRR10484421	231454	10
SRR10484426	231454	13
SRR10484431	231454	0
SRR10484432	231454	0
SRR10484437	231454	1
SRR10484443	231454	0
SRR10484448	231454	1
SRR10484454	231454	0
SRR10484459	231454	1
SRR10484371	1346287	0
SRR10484376	1346287	1
SRR10484377	1346287	14
SRR10484382	1346287	8
SRR10484388	1346287	8
SRR10484393	1346287	6
SRR10484399	1346287	0
SRR10484404	1346287	9
SRR10484410	1346287	8
SRR10484415	1346287	30
SRR10484421	1346287	13
SRR10484426	1346287	1
SRR10484431	1346287	2
SRR10484432	1346287	0
SRR10484437	1346287	0
SRR10484443	1346287	33
SRR10484448	1346287	17
SRR10484454	1346287	1
SRR10484459	1346287	24
SRR10484371	135620	0
SRR10484376	135620	2
SRR10484377	135620	0
SRR10484382	135620	0
SRR10484388	135620	0
SRR10484393	135620	0
SRR10484399	135620	0
SRR10484404	135620	0
SRR10484410	135620	0
SRR10484415	135620	0
SRR10484421	135620	0
SRR10484426	135620	0
SRR10484431	135620	1
SRR10484432	135620	0
SRR10484437	135620	0
SRR10484443	135620	0
SRR10484448	135620	0
SRR10484454	135620	0
SRR10484459	135620	0
SRR10484371	135613	0
SRR10484376	135613	8
SRR10484377	135613	36
SRR10484382	135613	3
SRR10484388	135613	0
SRR10484393	135613	5
SRR10484399	135613	0
SRR10484404	135613	4
SRR10484410	135613	0
SRR10484415	135613	1
SRR10484421	135613	7
SRR10484426	135613	0
SRR10484431	135613	2
SRR10484432	135613	2
SRR10484437	135613	2
SRR10484443	135613	10
SRR10484448	135613	7
SRR10484454	135613	2
SRR10484459	135613	2
SRR10484371	1903694	0
SRR10484376	1903694	1
SRR10484377	1903694	1
SRR10484382	1903694	12
SRR10484388	1903694	0
SRR10484393	1903694	6
SRR10484399	1903694	0
SRR10484404	1903694	5
SRR10484410	1903694	0
SRR10484415	1903694	2
SRR10484421	1903694	8
SRR10484426	1903694	5
SRR10484431	1903694	21
SRR10484432	1903694	44
SRR10484437	1903694	0
SRR10484443	1903694	18
SRR10484448	1903694	2
SRR10484454	1903694	0
SRR10484459	1903694	5
SRR10484371	28107	0
SRR10484376	28107	2
SRR10484377	28107	1
SRR10484382	28107	3
SRR10484388	28107	5
SRR10484393	28107	0
SRR10484399	28107	0
SRR10484404	28107	1
SRR10484410	28107	1
SRR10484415	28107	2
SRR10484421	28107	0
SRR10484426	28107	1
SRR10484431	28107	29
SRR10484432	28107	5
SRR10484437	28107	0
SRR10484443	28107	1
SRR10484448	28107	0
SRR10484454	28107	0
SRR10484459	28107	0
SRR10484371	1761891	0
SRR10484376	1761891	1
SRR10484377	1761891	5
SRR10484382	1761891	0
SRR10484388	1761891	0
SRR10484393	1761891	0
SRR10484399	1761891	0
SRR10484404	1761891	0
SRR10484410	1761891	0
SRR10484415	1761891	3
SRR10484421	1761891	2
SRR10484426	1761891	0
SRR10484431	1761891	17
SRR10484432	1761891	0
SRR10484437	1761891	0
SRR10484443	1761891	0
SRR10484448	1761891	0
SRR10484454	1761891	1
SRR10484459	1761891	3
SRR10484371	490759	0
SRR10484376	490759	5
SRR10484377	490759	3
SRR10484382	490759	5
SRR10484388	490759	0
SRR10484393	490759	6
SRR10484399	490759	1
SRR10484404	490759	7
SRR10484410	490759	2
SRR10484415	490759	6
SRR10484421	490759	2
SRR10484426	490759	0
SRR10484431	490759	1
SRR10484432	490759	0
SRR10484437	490759	0
SRR10484443	490759	6
SRR10484448	490759	18
SRR10484454	490759	0
SRR10484459	490759	18
SRR10484371	135577	0
SRR10484376	135577	1
SRR10484377	135577	2
SRR10484382	135577	2
SRR10484388	135577	1
SRR10484393	135577	5
SRR10484399	135577	0
SRR10484404	135577	14
SRR10484410	135577	1
SRR10484415	135577	5
SRR10484421	135577	0
SRR10484426	135577	0
SRR10484431	135577	5
SRR10484432	135577	0
SRR10484437	135577	7
SRR10484443	135577	0
SRR10484448	135577	0
SRR10484454	135577	1
SRR10484459	135577	0
SRR10484371	212663	0
SRR10484376	212663	4
SRR10484377	212663	9
SRR10484382	212663	12
SRR10484388	212663	0
SRR10484393	212663	0
SRR10484399	212663	0
SRR10484404	212663	10
SRR10484410	212663	1
SRR10484415	212663	7
SRR10484421	212663	1
SRR10484426	212663	0
SRR10484431	212663	40
SRR10484432	212663	12
SRR10484437	212663	0
SRR10484443	212663	4
SRR10484448	212663	2
SRR10484454	212663	0
SRR10484459	212663	7
SRR10484371	511678	0
SRR10484376	511678	1
SRR10484377	511678	0
SRR10484382	511678	5
SRR10484388	511678	0
SRR10484393	511678	2
SRR10484399	511678	0
SRR10484404	511678	0
SRR10484410	511678	0
SRR10484415	511678	14
SRR10484421	511678	0
SRR10484426	511678	0
SRR10484431	511678	4
SRR10484432	511678	0
SRR10484437	511678	0
SRR10484443	511678	1
SRR10484448	511678	0
SRR10484454	511678	0
SRR10484459	511678	12
SRR10484371	657445	0
SRR10484376	657445	2
SRR10484377	657445	4
SRR10484382	657445	0
SRR10484388	657445	0
SRR10484393	657445	0
SRR10484399	657445	0
SRR10484404	657445	0
SRR10484410	657445	0
SRR10484415	657445	0
SRR10484421	657445	2
SRR10484426	657445	0
SRR10484431	657445	0
SRR10484432	657445	0
SRR10484437	657445	0
SRR10484443	657445	0
SRR10484448	657445	0
SRR10484454	657445	1
SRR10484459	657445	12
SRR10484371	573570	0
SRR10484376	573570	1
SRR10484377	573570	17
SRR10484382	573570	20
SRR10484388	573570	0
SRR10484393	573570	7
SRR10484399	573570	1
SRR10484404	573570	0
SRR10484410	573570	4
SRR10484415	573570	26
SRR10484421	573570	5
SRR10484426	573570	1
SRR10484431	573570	0
SRR10484432	573570	0
SRR10484437	573570	9
SRR10484443	573570	3
SRR10484448	573570	2
SRR10484454	573570	2
SRR10484459	573570	15
SRR10484371	147268	0
SRR10484376	147268	1
SRR10484377	147268	7
SRR10484382	147268	7
SRR10484388	147268	6
SRR10484393	147268	1
SRR10484399	147268	0
SRR10484404	147268	9
SRR10484410	147268	2
SRR10484415	147268	13
SRR10484421	147268	3
SRR10484426	147268	3
SRR10484431	147268	15
SRR10484432	147268	16
SRR10484437	147268	0
SRR10484443	147268	7
SRR10484448	147268	2
SRR10484454	147268	3
SRR10484459	147268	1
SRR10484371	1207504	0
SRR10484376	1207504	50
SRR10484377	1207504	21
SRR10484382	1207504	0
SRR10484388	1207504	2
SRR10484393	1207504	0
SRR10484399	1207504	1
SRR10484404	1207504	5
SRR10484410	1207504	2
SRR10484415	1207504	0
SRR10484421	1207504	0
SRR10484426	1207504	34
SRR10484431	1207504	1
SRR10484432	1207504	0
SRR10484437	1207504	1
SRR10484443	1207504	0
SRR10484448	1207504	1
SRR10484454	1207504	0
SRR10484459	1207504	3
SRR10484371	488732	0
SRR10484376	488732	23
SRR10484377	488732	18
SRR10484382	488732	3
SRR10484388	488732	0
SRR10484393	488732	1
SRR10484399	488732	0
SRR10484404	488732	7
SRR10484410	488732	0
SRR10484415	488732	8
SRR10484421	488732	0
SRR10484426	488732	11
SRR10484431	488732	0
SRR10484432	488732	0
SRR10484437	488732	1
SRR10484443	488732	8
SRR10484448	488732	3
SRR10484454	488732	1
SRR10484459	488732	1
SRR10484371	1637837	0
SRR10484376	1637837	9
SRR10484377	1637837	5
SRR10484382	1637837	1
SRR10484388	1637837	0
SRR10484393	1637837	1
SRR10484399	1637837	0
SRR10484404	1637837	0
SRR10484410	1637837	0
SRR10484415	1637837	0
SRR10484421	1637837	0
SRR10484426	1637837	3
SRR10484431	1637837	0
SRR10484432	1637837	0
SRR10484437	1637837	0
SRR10484443	1637837	0
SRR10484448	1637837	0
SRR10484454	1637837	0
SRR10484459	1637837	0
SRR10484371	416344	0
SRR10484376	416344	37
SRR10484377	416344	8
SRR10484382	416344	1
SRR10484388	416344	0
SRR10484393	416344	2
SRR10484399	416344	0
SRR10484404	416344	0
SRR10484410	416344	0
SRR10484415	416344	0
SRR10484421	416344	0
SRR10484426	416344	33
SRR10484431	416344	0
SRR10484432	416344	2
SRR10484437	416344	0
SRR10484443	416344	0
SRR10484448	416344	0
SRR10484454	416344	2
SRR10484459	416344	1
SRR10484371	80866	0
SRR10484376	80866	4
SRR10484377	80866	21
SRR10484382	80866	9
SRR10484388	80866	1
SRR10484393	80866	12
SRR10484399	80866	3
SRR10484404	80866	9
SRR10484410	80866	0
SRR10484415	80866	6
SRR10484421	80866	8
SRR10484426	80866	5
SRR10484431	80866	7
SRR10484432	80866	18
SRR10484437	80866	3
SRR10484443	80866	25
SRR10484448	80866	11
SRR10484454	80866	6
SRR10484459	80866	14
SRR10484371	52972	0
SRR10484376	52972	3
SRR10484377	52972	0
SRR10484382	52972	0
SRR10484388	52972	0
SRR10484393	52972	0
SRR10484399	52972	0
SRR10484404	52972	0
SRR10484410	52972	0
SRR10484415	52972	0
SRR10484421	52972	0
SRR10484426	52972	0
SRR10484431	52972	1
SRR10484432	52972	0
SRR10484437	52972	0
SRR10484443	52972	0
SRR10484448	52972	0
SRR10484454	52972	1
SRR10484459	52972	0
SRR10484371	62928	0
SRR10484376	62928	18
SRR10484377	62928	11
SRR10484382	62928	6
SRR10484388	62928	0
SRR10484393	62928	9
SRR10484399	62928	0
SRR10484404	62928	0
SRR10484410	62928	4
SRR10484415	62928	0
SRR10484421	62928	0
SRR10484426	62928	15
SRR10484431	62928	0
SRR10484432	62928	0
SRR10484437	62928	2
SRR10484443	62928	0
SRR10484448	62928	2
SRR10484454	62928	1
SRR10484459	62928	2
SRR10484371	206351	0
SRR10484376	206351	68
SRR10484377	206351	19
SRR10484382	206351	14
SRR10484388	206351	0
SRR10484393	206351	2
SRR10484399	206351	0
SRR10484404	206351	4
SRR10484410	206351	2
SRR10484415	206351	2
SRR10484421	206351	0
SRR10484426	206351	64
SRR10484431	206351	17
SRR10484432	206351	3
SRR10484437	206351	4
SRR10484443	206351	5
SRR10484448	206351	1
SRR10484454	206351	0
SRR10484459	206351	3
SRR10484371	2202141	0
SRR10484376	2202141	20
SRR10484377	2202141	6
SRR10484382	2202141	9
SRR10484388	2202141	0
SRR10484393	2202141	1
SRR10484399	2202141	0
SRR10484404	2202141	0
SRR10484410	2202141	0
SRR10484415	2202141	0
SRR10484421	2202141	3
SRR10484426	2202141	19
SRR10484431	2202141	0
SRR10484432	2202141	0
SRR10484437	2202141	0
SRR10484443	2202141	1
SRR10484448	2202141	3
SRR10484454	2202141	1
SRR10484459	2202141	1
SRR10484371	32003	0
SRR10484376	32003	30
SRR10484377	32003	3
SRR10484382	32003	0
SRR10484388	32003	0
SRR10484393	32003	0
SRR10484399	32003	0
SRR10484404	32003	6
SRR10484410	32003	0
SRR10484415	32003	0
SRR10484421	32003	0
SRR10484426	32003	27
SRR10484431	32003	0
SRR10484432	32003	0
SRR10484437	32003	0
SRR10484443	32003	1
SRR10484448	32003	2
SRR10484454	32003	1
SRR10484459	32003	4
SRR10484371	153948	0
SRR10484376	153948	1
SRR10484377	153948	0
SRR10484382	153948	0
SRR10484388	153948	0
SRR10484393	153948	0
SRR10484399	153948	0
SRR10484404	153948	0
SRR10484410	153948	0
SRR10484415	153948	0
SRR10484421	153948	0
SRR10484426	153948	0
SRR10484431	153948	1
SRR10484432	153948	0
SRR10484437	153948	0
SRR10484443	153948	0
SRR10484448	153948	0
SRR10484454	153948	0
SRR10484459	153948	0
SRR10484371	35798	0
SRR10484376	35798	5
SRR10484377	35798	2
SRR10484382	35798	0
SRR10484388	35798	0
SRR10484393	35798	0
SRR10484399	35798	0
SRR10484404	35798	0
SRR10484410	35798	0
SRR10484415	35798	0
SRR10484421	35798	1
SRR10484426	35798	2
SRR10484431	35798	0
SRR10484432	35798	0
SRR10484437	35798	0
SRR10484443	35798	3
SRR10484448	35798	0
SRR10484454	35798	0
SRR10484459	35798	1
SRR10484371	1160784	0
SRR10484376	1160784	1
SRR10484377	1160784	0
SRR10484382	1160784	1
SRR10484388	1160784	0
SRR10484393	1160784	1
SRR10484399	1160784	0
SRR10484404	1160784	2
SRR10484410	1160784	0
SRR10484415	1160784	1
SRR10484421	1160784	2
SRR10484426	1160784	0
SRR10484431	1160784	0
SRR10484432	1160784	0
SRR10484437	1160784	0
